datetime,simulationProfile,simulationLevel,simulationInfo,assessmentInfo
20210826T113040,"Foxtrot","ExamHover","",""
time,positionX,positionY,positionZ,attitudeX,attitudeY,attitudeZ,velocityX,velocityY,velocityZ,reference,obstacle,score[]
4.716,-3.034,8.595,1.320,-21.208,5.174,12.466,-1.439,-3.452,0.008,11.430,0,
4.732,-3.058,8.537,1.320,-21.213,5.157,12.477,-1.439,-3.452,0.008,11.402,0,
4.749,-3.082,8.480,1.320,-21.217,5.139,12.488,-1.439,-3.452,0.008,11.375,0,
4.766,-3.106,8.422,1.320,-21.222,5.121,12.499,-1.439,-3.452,0.008,11.349,0,
4.782,-3.130,8.365,1.320,-21.226,5.103,12.510,-1.439,-3.452,0.008,11.322,0,
4.799,-3.154,8.307,1.321,-21.230,5.085,12.520,-1.439,-3.452,0.008,11.296,0,
4.816,-3.178,8.250,1.321,-21.235,5.068,12.531,-1.439,-3.452,0.008,11.270,0,
4.832,-3.202,8.192,1.321,-21.239,5.050,12.542,-1.439,-3.452,0.008,11.244,0,
4.849,-3.226,8.135,1.321,-21.244,5.032,12.553,-1.439,-3.452,0.008,11.219,0,
4.865,-3.248,8.072,1.321,-21.252,5.018,12.562,-1.439,-3.452,0.008,11.189,0,
4.882,-3.266,8.004,1.321,-21.264,5.008,12.569,-1.294,-3.739,0.007,11.152,0,
4.899,-3.285,7.936,1.321,-21.275,4.997,12.577,-1.112,-4.101,0.006,11.116,0,
4.915,-3.303,7.867,1.321,-21.286,4.986,12.584,-1.112,-4.101,0.006,11.081,0,
4.932,-3.322,7.799,1.321,-21.298,4.976,12.591,-1.112,-4.101,0.006,11.045,0,
4.949,-3.340,7.731,1.322,-21.309,4.965,12.598,-1.112,-4.101,0.006,11.010,0,
4.965,-3.359,7.662,1.322,-21.320,4.954,12.605,-1.112,-4.101,0.006,10.976,0,
4.982,-3.377,7.594,1.322,-21.332,4.944,12.612,-1.112,-4.101,0.006,10.942,0,
4.999,-3.396,7.525,1.322,-21.343,4.933,12.620,-1.112,-4.101,0.006,10.908,0,
5.015,-3.414,7.457,1.322,-21.354,4.922,12.627,-1.112,-4.101,0.006,10.874,0,
5.032,-3.433,7.389,1.322,-21.366,4.912,12.634,-1.112,-4.101,0.006,10.841,0,
5.049,-3.451,7.320,1.322,-21.377,4.901,12.641,-1.112,-4.101,0.006,10.808,0,
5.065,-3.470,7.252,1.322,-21.389,4.891,12.648,-1.112,-4.101,0.006,10.776,0,
5.082,-3.489,7.184,1.322,-21.400,4.880,12.655,-1.112,-4.101,0.006,10.743,0,
5.099,-3.507,7.115,1.322,-21.411,4.869,12.663,-1.112,-4.101,0.006,10.712,0,
5.115,-3.524,7.044,1.323,-21.421,4.861,12.668,-1.112,-4.101,0.006,10.677,0,
5.132,-3.537,6.964,1.323,-21.430,4.854,12.671,-1.007,-4.258,0.003,10.634,0,
5.149,-3.550,6.885,1.323,-21.438,4.847,12.674,-0.782,-4.840,0.006,10.593,0,
5.165,-3.564,6.806,1.323,-21.447,4.840,12.677,-0.810,-4.723,0.004,10.552,0,
5.182,-3.577,6.728,1.323,-21.456,4.833,12.680,-0.810,-4.723,0.004,10.512,0,
5.199,-3.591,6.649,1.323,-21.464,4.826,12.684,-0.810,-4.723,0.004,10.472,0,
5.215,-3.604,6.570,1.323,-21.473,4.820,12.687,-0.810,-4.723,0.004,10.433,0,
5.232,-3.618,6.491,1.323,-21.481,4.813,12.690,-0.810,-4.723,0.004,10.394,0,
5.249,-3.631,6.413,1.323,-21.490,4.806,12.693,-0.810,-4.723,0.004,10.356,0,
5.265,-3.645,6.334,1.323,-21.499,4.799,12.696,-0.810,-4.723,0.004,10.318,0,
5.282,-3.658,6.255,1.323,-21.507,4.792,12.700,-0.810,-4.723,0.004,10.280,0,
5.299,-3.672,6.176,1.323,-21.516,4.785,12.703,-0.810,-4.723,0.004,10.243,0,
5.315,-3.685,6.098,1.323,-21.525,4.778,12.706,-0.810,-4.723,0.004,10.207,0,
5.332,-3.699,6.019,1.323,-21.533,4.772,12.709,-0.810,-4.723,0.004,10.171,0,
5.349,-3.712,5.940,1.323,-21.542,4.765,12.712,-0.810,-4.723,0.004,10.136,0,
5.365,-3.725,5.860,1.324,-21.558,4.759,12.715,-0.810,-4.723,0.004,10.099,0,
5.382,-3.733,5.772,1.324,-21.582,4.754,12.716,-0.736,-4.818,0.002,10.055,0,
5.399,-3.742,5.685,1.324,-21.607,4.749,12.717,-0.501,-5.302,0.001,10.012,0,
5.415,-3.751,5.598,1.324,-21.632,4.744,12.718,-0.529,-5.218,0.000,9.970,0,
5.432,-3.759,5.511,1.324,-21.656,4.740,12.719,-0.529,-5.218,0.000,9.929,0,
5.449,-3.768,5.424,1.324,-21.681,4.735,12.720,-0.529,-5.218,0.000,9.888,0,
5.465,-3.777,5.337,1.324,-21.706,4.730,12.721,-0.529,-5.218,0.000,9.848,0,
5.482,-3.786,5.250,1.324,-21.730,4.725,12.722,-0.529,-5.218,0.000,9.809,0,
5.499,-3.795,5.163,1.324,-21.755,4.720,12.723,-0.529,-5.218,0.000,9.770,0,
5.515,-3.804,5.076,1.324,-21.780,4.715,12.724,-0.529,-5.218,0.000,9.732,0,
5.532,-3.812,4.989,1.324,-21.804,4.711,12.725,-0.529,-5.218,0.000,9.695,0,
5.549,-3.821,4.902,1.324,-21.829,4.706,12.726,-0.529,-5.218,0.000,9.658,0,
5.565,-3.830,4.815,1.324,-21.854,4.701,12.727,-0.529,-5.218,0.000,9.621,0,
5.582,-3.839,4.728,1.324,-21.878,4.696,12.728,-0.529,-5.218,0.000,9.586,0,
5.599,-3.848,4.641,1.324,-21.903,4.691,12.729,-0.529,-5.218,0.000,9.551,0,
5.615,-3.855,4.552,1.324,-21.416,4.686,12.729,-0.529,-5.218,0.000,9.514,0,
5.632,-3.860,4.459,1.324,-20.384,4.679,12.729,-0.441,-5.358,0.002,9.475,0,
5.649,-3.865,4.366,1.324,-19.352,4.672,12.729,-0.301,-5.579,0.005,9.436,0,
5.665,-3.870,4.273,1.324,-18.321,4.665,12.729,-0.301,-5.579,0.005,9.398,0,
5.682,-3.875,4.180,1.324,-17.289,4.658,12.728,-0.301,-5.579,0.005,9.360,0,
5.699,-3.880,4.087,1.324,-16.257,4.651,12.728,-0.301,-5.579,0.005,9.323,0,
5.715,-3.885,3.994,1.324,-15.225,4.644,12.727,-0.301,-5.579,0.005,9.288,0,
5.732,-3.890,3.901,1.324,-14.194,4.637,12.726,-0.301,-5.579,0.005,9.253,0,
5.749,-3.895,3.808,1.324,-13.162,4.630,12.725,-0.301,-5.579,0.005,9.218,0,
5.765,-3.900,3.715,1.324,-12.130,4.623,12.724,-0.301,-5.579,0.005,9.185,0,
5.782,-3.905,3.622,1.324,-11.098,4.616,12.723,-0.301,-5.579,0.005,9.152,0,
5.799,-3.910,3.529,1.325,-10.067,4.609,12.722,-0.301,-5.578,0.005,9.121,0,
5.815,-3.915,3.436,1.325,-9.035,4.602,12.721,-0.301,-5.579,0.005,9.090,0,
5.832,-3.920,3.343,1.325,-8.003,4.595,12.719,-0.301,-5.579,0.005,9.060,0,
5.849,-3.925,3.250,1.325,-6.972,4.588,12.717,-0.301,-5.579,0.005,9.030,0,
5.865,-3.930,3.159,1.325,-5.789,4.585,12.716,-0.301,-5.579,0.005,9.002,0,
5.882,-3.934,3.071,1.325,-4.508,4.584,12.714,-0.268,-5.454,-0.002,8.975,0,
5.899,-3.937,2.982,1.324,-3.226,4.583,12.712,-0.234,-5.319,-0.010,8.949,0,
5.915,-3.941,2.893,1.324,-1.944,4.582,12.711,-0.234,-5.319,-0.010,8.923,0,
5.932,-3.945,2.805,1.324,-0.663,4.581,12.709,-0.234,-5.319,-0.010,8.899,0,
5.949,-3.949,2.716,1.324,0.619,4.580,12.707,-0.234,-5.319,-0.010,8.875,0,
5.965,-3.953,2.627,1.324,1.900,4.580,12.706,-0.234,-5.319,-0.010,8.852,0,
5.982,-3.957,2.539,1.324,3.182,4.579,12.704,-0.234,-5.319,-0.010,8.830,0,
5.999,-3.961,2.450,1.323,4.464,4.578,12.702,-0.234,-5.319,-0.010,8.808,0,
6.015,-3.965,2.361,1.323,5.745,4.577,12.701,-0.234,-5.319,-0.010,8.788,0,
6.032,-3.969,2.273,1.323,7.027,4.577,12.699,-0.234,-5.319,-0.010,8.768,0,
6.049,-3.972,2.184,1.323,8.308,4.576,12.697,-0.234,-5.319,-0.010,8.749,0,
6.065,-3.976,2.095,1.323,9.590,4.575,12.695,-0.234,-5.319,-0.010,8.731,0,
6.082,-3.980,2.007,1.323,10.872,4.575,12.693,-0.234,-5.319,-0.010,8.714,0,
6.099,-3.984,1.918,1.322,12.153,4.574,12.692,-0.234,-5.319,-0.010,8.698,0,
6.115,-3.988,1.833,1.322,12.887,4.575,12.691,-0.234,-5.319,-0.010,8.684,0,
6.149,-3.994,1.761,1.321,13.227,4.577,12.691,-0.249,-5.116,-0.016,8.674,0,
6.166,-4.004,1.608,1.320,13.921,4.580,12.690,-0.159,-2.115,-0.028,8.655,0,
6.182,-4.009,1.533,1.319,14.261,4.582,12.690,-0.622,-9.164,-0.095,8.646,0,
6.199,-4.014,1.458,1.318,14.601,4.583,12.690,-0.305,-4.493,-0.047,8.638,0,
6.216,-4.019,1.383,1.317,14.941,4.585,12.690,-0.305,-4.493,-0.047,8.631,0,
6.232,-4.024,1.309,1.317,15.281,4.586,12.689,-0.305,-4.493,-0.047,8.624,0,
6.249,-4.029,1.234,1.316,15.621,4.588,12.689,-0.305,-4.493,-0.047,8.618,0,
6.266,-4.035,1.159,1.315,15.961,4.590,12.689,-0.305,-4.493,-0.047,8.613,0,
6.282,-4.040,1.084,1.314,16.301,4.591,12.689,-0.305,-4.493,-0.047,8.608,0,
6.299,-4.045,1.009,1.313,16.641,4.593,12.689,-0.305,-4.493,-0.047,8.604,0,
6.316,-4.050,0.934,1.313,16.981,4.594,12.689,-0.305,-4.493,-0.047,8.601,0,
6.332,-4.055,0.859,1.312,17.322,4.596,12.689,-0.305,-4.493,-0.047,8.598,0,
6.349,-4.060,0.784,1.311,17.662,4.598,12.689,-0.305,-4.493,-0.047,8.596,0,
6.366,-4.066,0.717,1.310,17.638,4.597,12.687,-0.305,-4.493,-0.047,8.596,0,
6.382,-4.073,0.657,1.310,17.381,4.594,12.685,-0.359,-4.041,-0.046,8.598,0,
6.399,-4.080,0.598,1.309,17.123,4.592,12.683,-0.414,-3.578,-0.046,8.601,0,
6.416,-4.087,0.538,1.308,16.865,4.589,12.681,-0.414,-3.577,-0.046,8.603,0,
6.432,-4.094,0.478,1.307,16.608,4.587,12.679,-0.414,-3.577,-0.046,8.607,0,
6.449,-4.100,0.419,1.307,16.350,4.584,12.677,-0.414,-3.577,-0.046,8.611,0,
6.466,-4.107,0.359,1.306,16.092,4.582,12.675,-0.414,-3.578,-0.046,8.615,0,
6.482,-4.114,0.300,1.305,15.835,4.579,12.673,-0.414,-3.578,-0.046,8.619,0,
6.499,-4.121,0.240,1.304,15.577,4.577,12.670,-0.414,-3.578,-0.046,8.624,0,
6.516,-4.128,0.180,1.303,15.319,4.574,12.668,-0.414,-3.578,-0.046,8.630,0,
6.532,-4.135,0.121,1.303,15.062,4.572,12.666,-0.414,-3.577,-0.046,8.636,0,
6.549,-4.142,0.061,1.302,14.804,4.569,12.664,-0.414,-3.578,-0.046,8.642,0,
6.566,-4.149,0.001,1.301,14.547,4.567,12.662,-0.414,-3.578,-0.046,8.649,0,
6.582,-4.156,-0.058,1.300,14.289,4.564,12.660,-0.414,-3.578,-0.046,8.656,0,
6.599,-4.162,-0.118,1.300,14.031,4.562,12.658,-0.414,-3.578,-0.046,8.663,0,
6.616,-4.170,-0.172,1.299,13.111,4.558,12.656,-0.414,-3.578,-0.046,8.672,0,
6.632,-4.178,-0.221,1.299,11.733,4.554,12.655,-0.442,-3.276,-0.031,8.681,0,
6.649,-4.186,-0.270,1.299,10.355,4.550,12.653,-0.474,-2.939,-0.014,8.690,0,
6.666,-4.194,-0.319,1.298,8.977,4.546,12.651,-0.474,-2.939,-0.014,8.699,0,
6.682,-4.201,-0.368,1.298,7.599,4.542,12.649,-0.474,-2.939,-0.014,8.709,0,
6.699,-4.209,-0.417,1.298,6.221,4.538,12.648,-0.474,-2.939,-0.014,8.719,0,
6.716,-4.217,-0.466,1.298,4.843,4.534,12.646,-0.474,-2.939,-0.014,8.730,0,
6.732,-4.225,-0.515,1.297,3.465,4.530,12.645,-0.474,-2.939,-0.014,8.740,0,
6.749,-4.233,-0.564,1.297,2.087,4.526,12.644,-0.474,-2.939,-0.014,8.751,0,
6.766,-4.241,-0.613,1.297,0.709,4.522,12.643,-0.474,-2.939,-0.014,8.763,0,
6.782,-4.249,-0.662,1.297,-0.669,4.517,12.642,-0.474,-2.939,-0.014,8.774,0,
6.799,-4.257,-0.711,1.296,-2.047,4.513,12.641,-0.474,-2.939,-0.014,8.786,0,
6.816,-4.265,-0.760,1.296,-3.424,4.509,12.640,-0.474,-2.939,-0.014,8.798,0,
6.832,-4.273,-0.809,1.296,-4.802,4.505,12.639,-0.474,-2.939,-0.014,8.810,0,
6.849,-4.281,-0.858,1.296,-6.180,4.500,12.639,-0.474,-2.939,-0.014,8.822,0,
6.866,-4.288,-0.907,1.296,-6.495,4.421,12.644,-0.474,-2.939,-0.014,8.835,0,
6.882,-4.295,-0.955,1.296,-6.021,4.286,12.653,-0.442,-2.921,-0.005,8.846,0,
6.899,-4.301,-1.003,1.296,-5.548,4.151,12.660,-0.405,-2.899,0.007,8.858,0,
6.916,-4.308,-1.052,1.296,-5.075,4.016,12.667,-0.405,-2.899,0.007,8.871,0,
6.932,-4.315,-1.100,1.296,-4.601,3.880,12.672,-0.405,-2.899,0.007,8.883,0,
6.949,-4.322,-1.148,1.296,-4.128,3.745,12.676,-0.405,-2.899,0.007,8.896,0,
6.966,-4.328,-1.197,1.296,-3.655,3.610,12.679,-0.405,-2.899,0.007,8.909,0,
6.982,-4.335,-1.245,1.296,-3.182,3.475,12.681,-0.405,-2.899,0.007,8.922,0,
6.999,-4.342,-1.293,1.297,-2.709,3.339,12.682,-0.405,-2.899,0.007,8.936,0,
7.016,-4.349,-1.342,1.297,-2.236,3.204,12.682,-0.405,-2.899,0.007,8.950,0,
7.032,-4.355,-1.390,1.297,-1.764,3.069,12.681,-0.405,-2.899,0.007,8.964,0,
7.049,-4.362,-1.438,1.297,-1.291,2.933,12.678,-0.405,-2.899,0.007,8.978,0,
7.066,-4.369,-1.487,1.297,-0.818,2.798,12.675,-0.405,-2.899,0.007,8.993,0,
7.082,-4.376,-1.535,1.297,-0.345,2.663,12.670,-0.405,-2.899,0.007,9.007,0,
7.099,-4.382,-1.583,1.297,0.127,2.528,12.664,-0.405,-2.899,0.007,9.022,0,
7.116,-4.388,-1.630,1.297,0.415,1.878,12.655,-0.405,-2.899,0.007,9.036,0,
7.132,-4.391,-1.674,1.298,0.559,0.830,12.642,-0.318,-2.794,0.013,9.048,0,
7.149,-4.395,-1.719,1.298,0.703,-0.217,12.626,-0.213,-2.665,0.021,9.059,0,
7.166,-4.398,-1.763,1.299,0.848,-1.265,12.607,-0.213,-2.665,0.021,9.071,0,
7.182,-4.402,-1.808,1.299,0.994,-2.312,12.586,-0.213,-2.665,0.021,9.084,0,
7.199,-4.405,-1.852,1.299,1.139,-3.359,12.562,-0.213,-2.665,0.021,9.096,0,
7.216,-4.409,-1.896,1.300,1.286,-4.407,12.535,-0.213,-2.665,0.021,9.109,0,
7.232,-4.412,-1.941,1.300,1.433,-5.454,12.506,-0.213,-2.665,0.021,9.121,0,
7.249,-4.416,-1.985,1.300,1.581,-6.501,12.474,-0.213,-2.665,0.021,9.134,0,
7.266,-4.420,-2.030,1.301,1.730,-7.548,12.439,-0.213,-2.665,0.021,9.148,0,
7.282,-4.423,-2.074,1.301,1.880,-8.595,12.401,-0.213,-2.665,0.021,9.161,0,
7.299,-4.427,-2.119,1.301,2.031,-9.642,12.361,-0.213,-2.665,0.021,9.175,0,
7.316,-4.430,-2.163,1.302,2.183,-10.689,12.317,-0.213,-2.665,0.021,9.188,0,
7.332,-4.434,-2.207,1.302,2.337,-11.735,12.270,-0.213,-2.665,0.021,9.202,0,
7.349,-4.437,-2.252,1.302,2.492,-12.782,12.221,-0.213,-2.665,0.021,9.217,0,
7.366,-4.437,-2.294,1.303,2.569,-13.436,12.190,-0.213,-2.665,0.021,9.227,0,
7.382,-4.430,-2.331,1.303,2.552,-13.630,12.183,0.018,-2.506,0.021,9.229,0,
7.399,-4.423,-2.368,1.303,2.535,-13.823,12.176,0.416,-2.232,0.020,9.232,0,
7.416,-4.416,-2.405,1.304,2.518,-14.016,12.169,0.416,-2.232,0.020,9.235,0,
7.432,-4.409,-2.442,1.304,2.501,-14.210,12.163,0.416,-2.232,0.020,9.238,0,
7.449,-4.402,-2.480,1.304,2.484,-14.403,12.156,0.416,-2.232,0.020,9.241,0,
7.466,-4.395,-2.517,1.305,2.467,-14.597,12.150,0.416,-2.232,0.020,9.245,0,
7.482,-4.388,-2.554,1.305,2.450,-14.790,12.143,0.416,-2.232,0.020,9.248,0,
7.499,-4.381,-2.591,1.305,2.433,-14.983,12.137,0.416,-2.232,0.020,9.252,0,
7.516,-4.375,-2.628,1.306,2.416,-15.177,12.131,0.416,-2.232,0.020,9.256,0,
7.532,-4.368,-2.666,1.306,2.399,-15.370,12.124,0.416,-2.232,0.020,9.260,0,
7.549,-4.361,-2.703,1.306,2.382,-15.564,12.118,0.416,-2.232,0.020,9.264,0,
7.565,-4.354,-2.740,1.307,2.365,-15.757,12.112,0.416,-2.232,0.020,9.268,0,
7.582,-4.347,-2.777,1.307,2.348,-15.951,12.106,0.416,-2.232,0.020,9.273,0,
7.599,-4.340,-2.814,1.307,2.331,-16.144,12.100,0.416,-2.232,0.020,9.277,0,
7.615,-4.328,-2.849,1.308,2.314,-16.272,12.097,0.416,-2.232,0.020,9.277,0,
7.632,-4.310,-2.879,1.308,2.296,-16.331,12.096,0.683,-2.074,0.023,9.269,0,
7.649,-4.292,-2.910,1.309,2.279,-16.390,12.095,1.097,-1.830,0.027,9.261,0,
7.665,-4.274,-2.940,1.309,2.262,-16.449,12.095,1.097,-1.830,0.027,9.253,0,
7.682,-4.255,-2.971,1.310,2.245,-16.508,12.094,1.097,-1.830,0.027,9.246,0,
7.699,-4.237,-3.001,1.310,2.228,-16.568,12.094,1.097,-1.829,0.027,9.238,0,
7.715,-4.219,-3.032,1.310,2.210,-16.627,12.093,1.097,-1.829,0.027,9.231,0,
7.732,-4.200,-3.062,1.311,2.193,-16.686,12.093,1.097,-1.830,0.027,9.224,0,
7.749,-4.182,-3.093,1.311,2.176,-16.745,12.092,1.097,-1.829,0.027,9.217,0,
7.765,-4.164,-3.123,1.312,2.159,-16.805,12.092,1.097,-1.830,0.027,9.210,0,
7.782,-4.146,-3.154,1.312,2.142,-16.864,12.091,1.097,-1.830,0.027,9.203,0,
7.799,-4.127,-3.184,1.313,2.124,-16.923,12.091,1.097,-1.829,0.027,9.196,0,
7.815,-4.109,-3.215,1.313,2.107,-16.982,12.090,1.097,-1.830,0.027,9.190,0,
7.832,-4.091,-3.245,1.314,2.090,-17.041,12.090,1.097,-1.829,0.027,9.183,0,
7.849,-4.072,-3.276,1.314,2.073,-17.101,12.090,1.097,-1.830,0.027,9.177,0,
7.865,-4.049,-3.303,1.315,2.053,-17.154,12.089,1.097,-1.830,0.027,9.165,0,
7.882,-4.019,-3.328,1.315,2.032,-17.204,12.089,1.429,-1.650,0.027,9.146,0,
7.899,-3.989,-3.352,1.315,2.012,-17.254,12.089,1.780,-1.459,0.027,9.127,0,
7.915,-3.960,-3.376,1.316,1.991,-17.304,12.089,1.780,-1.459,0.027,9.109,0,
7.932,-3.930,-3.401,1.316,1.970,-17.354,12.089,1.780,-1.459,0.027,9.090,0,
7.949,-3.900,-3.425,1.317,1.949,-17.404,12.089,1.780,-1.459,0.027,9.072,0,
7.965,-3.871,-3.449,1.317,1.928,-17.455,12.089,1.780,-1.459,0.027,9.053,0,
7.982,-3.841,-3.474,1.318,1.907,-17.505,12.088,1.780,-1.459,0.027,9.035,0,
7.999,-3.811,-3.498,1.318,1.887,-17.555,12.088,1.780,-1.459,0.027,9.017,0,
8.015,-3.782,-3.522,1.319,1.866,-17.605,12.088,1.780,-1.459,0.027,9.000,0,
8.032,-3.752,-3.547,1.319,1.845,-17.655,12.088,1.780,-1.459,0.027,8.982,0,
8.049,-3.722,-3.571,1.319,1.824,-17.705,12.088,1.780,-1.459,0.027,8.964,0,
8.065,-3.693,-3.595,1.320,1.803,-17.755,12.088,1.780,-1.459,0.027,8.947,0,
8.082,-3.663,-3.620,1.320,1.782,-17.805,12.088,1.780,-1.459,0.027,8.930,0,
8.099,-3.633,-3.644,1.321,1.761,-17.855,12.089,1.780,-1.459,0.027,8.912,0,
8.115,-3.599,-3.666,1.321,1.738,-17.351,12.105,1.780,-1.459,0.027,8.890,0,
8.132,-3.559,-3.685,1.322,1.713,-16.454,12.134,2.074,-1.306,0.028,8.861,0,
8.149,-3.519,-3.703,1.322,1.689,-15.556,12.162,2.409,-1.132,0.030,8.832,0,
8.165,-3.478,-3.722,1.323,1.666,-14.659,12.189,2.409,-1.132,0.030,8.804,0,
8.182,-3.438,-3.741,1.323,1.642,-13.761,12.216,2.409,-1.132,0.030,8.776,0,
8.199,-3.398,-3.760,1.324,1.620,-12.864,12.243,2.409,-1.132,0.030,8.747,0,
8.215,-3.358,-3.779,1.324,1.598,-11.966,12.269,2.409,-1.132,0.030,8.719,0,
8.232,-3.318,-3.798,1.325,1.576,-11.068,12.294,2.409,-1.132,0.030,8.691,0,
8.249,-3.278,-3.817,1.325,1.555,-10.171,12.319,2.409,-1.132,0.030,8.664,0,
8.265,-3.237,-3.835,1.326,1.535,-9.273,12.344,2.409,-1.132,0.030,8.636,0,
8.282,-3.197,-3.854,1.326,1.514,-8.376,12.368,2.409,-1.132,0.030,8.608,0,
8.299,-3.157,-3.873,1.327,1.495,-7.478,12.392,2.409,-1.132,0.030,8.581,0,
8.315,-3.117,-3.892,1.327,1.475,-6.580,12.416,2.409,-1.132,0.030,8.554,0,
8.332,-3.077,-3.911,1.328,1.456,-5.683,12.439,2.409,-1.132,0.030,8.527,0,
8.349,-3.037,-3.930,1.328,1.438,-4.785,12.462,2.409,-1.132,0.030,8.500,0,
8.365,-2.995,-3.947,1.329,1.417,-4.183,12.477,2.409,-1.132,0.030,8.471,0,
8.382,-2.953,-3.962,1.329,1.395,-3.804,12.487,2.479,-1.039,0.028,8.441,0,
8.399,-2.910,-3.978,1.330,1.374,-3.425,12.496,2.563,-0.928,0.024,8.410,0,
8.415,-2.867,-3.993,1.330,1.352,-3.046,12.505,2.563,-0.928,0.024,8.380,0,
8.432,-2.825,-4.009,1.330,1.330,-2.667,12.514,2.563,-0.928,0.024,8.350,0,
8.449,-2.782,-4.024,1.331,1.308,-2.288,12.523,2.563,-0.928,0.024,8.320,0,
8.465,-2.739,-4.040,1.331,1.287,-1.909,12.532,2.563,-0.928,0.024,8.290,0,
8.482,-2.696,-4.055,1.332,1.265,-1.530,12.541,2.563,-0.928,0.024,8.260,0,
8.499,-2.654,-4.071,1.332,1.244,-1.151,12.549,2.563,-0.928,0.024,8.231,0,
8.515,-2.611,-4.086,1.332,1.222,-0.772,12.558,2.563,-0.928,0.024,8.201,0,
8.532,-2.568,-4.102,1.333,1.201,-0.393,12.566,2.563,-0.928,0.024,8.172,0,
8.549,-2.525,-4.117,1.333,1.180,-0.014,12.574,2.563,-0.928,0.024,8.143,0,
8.565,-2.483,-4.133,1.334,1.158,0.365,12.582,2.563,-0.928,0.024,8.114,0,
8.582,-2.440,-4.148,1.334,1.137,0.744,12.589,2.563,-0.928,0.024,8.085,0,
8.599,-2.397,-4.164,1.335,1.116,1.123,12.597,2.563,-0.928,0.024,8.057,0,
8.615,-2.355,-4.178,1.335,1.093,1.312,12.599,2.563,-0.928,0.024,8.028,0,
8.632,-2.313,-4.191,1.335,1.069,1.351,12.598,2.541,-0.870,0.016,7.999,0,
8.649,-2.271,-4.205,1.335,1.045,1.391,12.596,2.514,-0.800,0.006,7.970,0,
8.665,-2.229,-4.218,1.335,1.021,1.431,12.594,2.514,-0.800,0.006,7.942,0,
8.682,-2.187,-4.231,1.335,0.997,1.471,12.593,2.514,-0.800,0.006,7.914,0,
8.699,-2.145,-4.245,1.335,0.973,1.511,12.591,2.514,-0.800,0.006,7.885,0,
8.715,-2.104,-4.258,1.335,0.949,1.550,12.589,2.514,-0.800,0.006,7.857,0,
8.732,-2.062,-4.271,1.335,0.925,1.590,12.587,2.514,-0.800,0.006,7.829,0,
8.749,-2.020,-4.285,1.336,0.901,1.630,12.586,2.514,-0.800,0.006,7.802,0,
8.765,-1.978,-4.298,1.336,0.877,1.670,12.584,2.514,-0.800,0.006,7.774,0,
8.782,-1.936,-4.311,1.336,0.853,1.709,12.582,2.514,-0.800,0.006,7.747,0,
8.799,-1.894,-4.325,1.336,0.829,1.749,12.580,2.514,-0.800,0.006,7.719,0,
8.815,-1.852,-4.338,1.336,0.805,1.789,12.578,2.514,-0.800,0.006,7.692,0,
8.832,-1.810,-4.351,1.336,0.781,1.829,12.577,2.514,-0.800,0.006,7.665,0,
8.849,-1.768,-4.365,1.336,0.756,1.869,12.575,2.514,-0.800,0.006,7.638,0,
8.865,-1.727,-4.377,1.336,0.735,1.908,12.572,2.514,-0.800,0.006,7.612,0,
8.882,-1.686,-4.389,1.336,0.716,1.946,12.570,2.483,-0.757,-0.000,7.585,0,
8.898,-1.646,-4.401,1.336,0.697,1.985,12.567,2.444,-0.704,-0.008,7.559,0,
8.915,-1.605,-4.412,1.336,0.677,2.024,12.564,2.444,-0.704,-0.008,7.533,0,
8.932,-1.564,-4.424,1.336,0.658,2.063,12.561,2.444,-0.704,-0.008,7.506,0,
8.948,-1.523,-4.436,1.335,0.639,2.101,12.558,2.444,-0.704,-0.008,7.481,0,
8.965,-1.483,-4.448,1.335,0.619,2.140,12.556,2.445,-0.704,-0.008,7.455,0,
8.982,-1.442,-4.459,1.335,0.600,2.179,12.553,2.444,-0.704,-0.008,7.429,0,
8.998,-1.401,-4.471,1.335,0.581,2.218,12.550,2.444,-0.704,-0.008,7.404,0,
9.015,-1.360,-4.483,1.335,0.562,2.257,12.547,2.445,-0.704,-0.008,7.378,0,
9.032,-1.320,-4.495,1.335,0.542,2.295,12.544,2.444,-0.704,-0.008,7.353,0,
9.048,-1.279,-4.506,1.335,0.523,2.334,12.541,2.444,-0.704,-0.008,7.328,0,
9.065,-1.238,-4.518,1.335,0.504,2.373,12.538,2.445,-0.704,-0.008,7.303,0,
9.082,-1.197,-4.530,1.334,0.484,2.412,12.535,2.445,-0.704,-0.008,7.279,0,
9.098,-1.157,-4.542,1.334,0.465,2.450,12.533,2.444,-0.704,-0.008,7.254,0,
9.115,-1.116,-4.553,1.334,0.466,2.513,12.530,2.445,-0.704,-0.008,7.230,0,
9.132,-1.077,-4.564,1.334,0.483,2.595,12.529,2.430,-0.713,-0.014,7.206,0,
9.148,-1.037,-4.574,1.334,0.501,2.677,12.527,2.367,-0.612,-0.008,7.182,0,
9.165,-0.997,-4.585,1.333,0.518,2.759,12.526,2.381,-0.647,-0.013,7.159,0,
9.182,-0.958,-4.596,1.333,0.536,2.841,12.524,2.381,-0.647,-0.013,7.135,0,
9.198,-0.918,-4.607,1.333,0.553,2.923,12.523,2.381,-0.647,-0.013,7.112,0,
9.215,-0.878,-4.617,1.333,0.570,3.005,12.522,2.381,-0.647,-0.013,7.089,0,
9.232,-0.839,-4.628,1.333,0.588,3.087,12.520,2.381,-0.647,-0.013,7.066,0,
