datetime,simulationProfile,simulationLevel,simulationInfo,assessmentInfo
20210826T113040,"Foxtrot","ExamHover","",""
time,positionX,positionY,positionZ,attitudeX,attitudeY,attitudeZ,velocityX,velocityY,velocityZ,reference,obstacle,score[]
20.362,2.284,-0.255,1.326,4.507,3.662,11.413,-0.547,0.274,-0.000,2.231,0,
20.379,2.275,-0.249,1.326,4.289,3.656,11.414,-0.550,0.362,0.002,2.239,0,
20.396,2.266,-0.243,1.326,4.071,3.650,11.414,-0.543,0.355,0.000,2.247,0,
20.412,2.257,-0.237,1.326,3.853,3.645,11.414,-0.543,0.355,0.000,2.256,0,
20.429,2.248,-0.231,1.326,3.634,3.639,11.415,-0.543,0.355,0.000,2.264,0,
20.446,2.239,-0.226,1.326,3.416,3.633,11.415,-0.543,0.355,0.000,2.272,0,
20.462,2.230,-0.220,1.326,3.198,3.627,11.415,-0.543,0.355,0.000,2.281,0,
20.479,2.221,-0.214,1.326,2.979,3.621,11.416,-0.543,0.355,0.000,2.289,0,
20.496,2.212,-0.208,1.326,2.761,3.616,11.416,-0.543,0.355,0.000,2.298,0,
20.512,2.203,-0.202,1.326,2.543,3.610,11.417,-0.543,0.355,0.000,2.306,0,
20.529,2.193,-0.196,1.326,2.325,3.604,11.417,-0.543,0.355,0.000,2.315,0,
20.546,2.184,-0.190,1.326,2.106,3.598,11.418,-0.543,0.355,0.000,2.323,0,
20.562,2.175,-0.184,1.326,1.888,3.592,11.418,-0.543,0.355,0.000,2.332,0,
20.579,2.166,-0.178,1.326,1.670,3.587,11.419,-0.543,0.355,0.000,2.340,0,
20.596,2.158,-0.172,1.326,1.471,3.583,11.420,-0.543,0.355,0.000,2.349,0,
20.612,2.149,-0.166,1.326,1.307,3.582,11.421,-0.527,0.365,-0.002,2.357,0,
20.629,2.141,-0.160,1.326,1.143,3.582,11.422,-0.514,0.375,0.004,2.365,0,
20.646,2.132,-0.153,1.326,0.979,3.581,11.423,-0.507,0.378,0.001,2.373,0,
20.662,2.124,-0.147,1.326,0.816,3.581,11.423,-0.507,0.378,0.001,2.381,0,
20.679,2.115,-0.141,1.326,0.652,3.580,11.424,-0.507,0.378,0.001,2.389,0,
20.696,2.107,-0.134,1.327,0.488,3.580,11.425,-0.507,0.378,0.001,2.397,0,
20.712,2.098,-0.128,1.327,0.324,3.580,11.426,-0.507,0.378,0.001,2.405,0,
20.729,2.090,-0.122,1.327,0.161,3.579,11.427,-0.507,0.378,0.001,2.413,0,
20.746,2.081,-0.115,1.327,-0.003,3.579,11.428,-0.507,0.378,0.001,2.421,0,
20.762,2.073,-0.109,1.327,-0.167,3.578,11.429,-0.507,0.378,0.001,2.430,0,
20.779,2.064,-0.103,1.327,-0.331,3.578,11.430,-0.507,0.378,0.001,2.438,0,
20.796,2.056,-0.096,1.327,-0.494,3.577,11.431,-0.507,0.378,0.001,2.446,0,
20.812,2.048,-0.090,1.327,-0.658,3.577,11.432,-0.507,0.378,0.001,2.454,0,
20.829,2.039,-0.084,1.327,-0.822,3.577,11.433,-0.507,0.378,0.001,2.462,0,
20.846,2.031,-0.079,1.327,-1.313,3.577,11.433,-0.507,0.378,0.001,2.470,0,
20.862,2.024,-0.075,1.327,-2.108,3.577,11.434,-0.478,0.314,-0.001,2.477,0,
20.879,2.017,-0.071,1.327,-2.903,3.578,11.434,-0.436,0.223,-0.004,2.484,0,
20.896,2.009,-0.067,1.326,-3.698,3.579,11.434,-0.436,0.223,-0.004,2.492,0,
20.912,2.002,-0.064,1.326,-4.493,3.580,11.434,-0.436,0.223,-0.004,2.499,0,
20.929,1.995,-0.060,1.326,-5.288,3.580,11.435,-0.436,0.223,-0.004,2.506,0,
20.946,1.987,-0.056,1.326,-6.083,3.581,11.435,-0.436,0.223,-0.004,2.513,0,
20.962,1.980,-0.053,1.326,-6.878,3.582,11.435,-0.436,0.223,-0.004,2.520,0,
20.979,1.973,-0.049,1.326,-7.673,3.583,11.435,-0.436,0.223,-0.004,2.528,0,
20.996,1.966,-0.045,1.326,-8.468,3.583,11.435,-0.436,0.223,-0.004,2.535,0,
21.012,1.958,-0.041,1.326,-9.263,3.584,11.436,-0.436,0.223,-0.004,2.542,0,
21.029,1.951,-0.038,1.326,-10.058,3.585,11.436,-0.436,0.223,-0.004,2.549,0,
21.046,1.944,-0.034,1.326,-10.853,3.586,11.436,-0.436,0.223,-0.004,2.556,0,
21.062,1.937,-0.030,1.326,-11.648,3.586,11.436,-0.436,0.223,-0.004,2.564,0,
21.079,1.929,-0.027,1.326,-12.443,3.587,11.436,-0.436,0.223,-0.004,2.571,0,
21.096,1.923,-0.026,1.326,-12.416,3.586,11.436,-0.436,0.223,-0.004,2.577,0,
21.112,1.917,-0.028,1.326,-11.653,3.584,11.437,-0.389,0.058,-0.002,2.583,0,
21.129,1.912,-0.031,1.326,-10.889,3.581,11.437,-0.324,-0.170,0.001,2.588,0,
21.146,1.907,-0.034,1.326,-10.126,3.578,11.437,-0.324,-0.170,0.001,2.594,0,
21.162,1.901,-0.037,1.326,-9.363,3.576,11.437,-0.324,-0.170,0.001,2.599,0,
21.179,1.896,-0.040,1.326,-8.599,3.573,11.437,-0.324,-0.170,0.001,2.604,0,
21.196,1.890,-0.043,1.326,-7.836,3.571,11.438,-0.324,-0.170,0.001,2.610,0,
21.212,1.885,-0.045,1.326,-7.072,3.568,11.438,-0.324,-0.170,0.001,2.615,0,
21.229,1.880,-0.048,1.326,-6.309,3.566,11.438,-0.324,-0.170,0.001,2.621,0,
21.246,1.874,-0.051,1.326,-5.545,3.563,11.438,-0.324,-0.170,0.001,2.626,0,
21.262,1.869,-0.054,1.326,-4.782,3.560,11.438,-0.324,-0.170,0.001,2.632,0,
21.279,1.863,-0.057,1.326,-4.019,3.558,11.438,-0.324,-0.170,0.001,2.637,0,
21.296,1.858,-0.060,1.326,-3.255,3.555,11.438,-0.324,-0.170,0.001,2.643,0,
21.312,1.853,-0.062,1.326,-2.492,3.553,11.438,-0.324,-0.170,0.001,2.648,0,
21.329,1.847,-0.065,1.326,-1.728,3.550,11.437,-0.324,-0.170,0.001,2.654,0,
21.346,1.842,-0.069,1.326,-1.318,3.548,11.438,-0.324,-0.170,0.001,2.659,0,
21.362,1.837,-0.072,1.326,-1.215,3.547,11.439,-0.292,-0.223,-0.002,2.664,0,
21.379,1.833,-0.075,1.326,-1.112,3.545,11.439,-0.294,-0.173,0.007,2.668,0,
21.395,1.828,-0.079,1.326,-1.009,3.544,11.440,-0.281,-0.209,0.003,2.673,0,
21.412,1.823,-0.082,1.326,-0.906,3.542,11.441,-0.281,-0.209,0.003,2.678,0,
21.429,1.819,-0.086,1.326,-0.802,3.541,11.442,-0.281,-0.209,0.003,2.683,0,
21.445,1.814,-0.089,1.326,-0.699,3.539,11.442,-0.281,-0.209,0.003,2.687,0,
21.462,1.809,-0.093,1.326,-0.596,3.538,11.443,-0.281,-0.209,0.003,2.692,0,
21.479,1.805,-0.096,1.326,-0.493,3.536,11.444,-0.281,-0.209,0.003,2.697,0,
21.495,1.800,-0.100,1.326,-0.390,3.535,11.445,-0.281,-0.209,0.003,2.702,0,
21.512,1.795,-0.103,1.327,-0.287,3.533,11.446,-0.281,-0.209,0.003,2.707,0,
21.529,1.791,-0.107,1.327,-0.184,3.532,11.446,-0.281,-0.209,0.003,2.711,0,
21.545,1.786,-0.110,1.327,-0.081,3.530,11.447,-0.281,-0.209,0.003,2.716,0,
21.562,1.781,-0.114,1.327,0.023,3.529,11.448,-0.281,-0.209,0.003,2.721,0,
21.579,1.777,-0.117,1.327,0.126,3.527,11.449,-0.281,-0.209,0.003,2.726,0,
21.595,1.772,-0.121,1.327,0.193,3.471,11.449,-0.281,-0.209,0.003,2.730,0,
21.612,1.768,-0.124,1.327,0.190,3.305,11.450,-0.265,-0.232,0.000,2.735,0,
21.629,1.764,-0.128,1.327,0.187,3.140,11.451,-0.237,-0.202,0.005,2.739,0,
21.645,1.760,-0.132,1.327,0.184,2.975,11.452,-0.234,-0.221,0.002,2.743,0,
21.662,1.757,-0.135,1.327,0.181,2.810,11.454,-0.234,-0.221,0.002,2.747,0,
21.679,1.753,-0.139,1.327,0.178,2.644,11.455,-0.234,-0.221,0.002,2.751,0,
21.695,1.749,-0.143,1.327,0.175,2.479,11.456,-0.234,-0.221,0.002,2.755,0,
21.712,1.745,-0.146,1.327,0.172,2.314,11.457,-0.234,-0.221,0.002,2.759,0,
21.729,1.741,-0.150,1.327,0.170,2.148,11.458,-0.234,-0.221,0.002,2.763,0,
21.745,1.737,-0.154,1.327,0.167,1.983,11.459,-0.234,-0.221,0.002,2.767,0,
21.762,1.733,-0.158,1.327,0.164,1.818,11.460,-0.234,-0.221,0.002,2.771,0,
21.779,1.729,-0.161,1.327,0.161,1.652,11.461,-0.234,-0.221,0.002,2.775,0,
21.795,1.725,-0.165,1.327,0.158,1.487,11.462,-0.234,-0.221,0.002,2.779,0,
21.812,1.722,-0.169,1.327,0.155,1.322,11.463,-0.234,-0.221,0.002,2.784,0,
21.829,1.718,-0.172,1.327,0.152,1.157,11.464,-0.234,-0.221,0.002,2.788,0,
21.845,1.714,-0.176,1.327,0.153,1.118,11.465,-0.234,-0.221,0.002,2.791,0,
21.862,1.712,-0.180,1.327,0.160,1.261,11.466,-0.206,-0.240,-0.002,2.794,0,
21.879,1.710,-0.184,1.327,0.168,1.404,11.467,-0.134,-0.211,0.003,2.796,0,
21.895,1.707,-0.187,1.327,0.175,1.547,11.467,-0.137,-0.227,-0.000,2.799,0,
21.912,1.705,-0.191,1.327,0.182,1.690,11.468,-0.137,-0.227,-0.000,2.801,0,
21.929,1.703,-0.195,1.327,0.190,1.833,11.469,-0.137,-0.227,-0.000,2.804,0,
21.945,1.701,-0.199,1.327,0.197,1.976,11.469,-0.137,-0.227,-0.000,2.807,0,
21.962,1.698,-0.203,1.327,0.205,2.119,11.470,-0.137,-0.227,-0.000,2.809,0,
21.979,1.696,-0.206,1.327,0.212,2.262,11.471,-0.137,-0.227,-0.000,2.812,0,
21.995,1.694,-0.210,1.327,0.219,2.405,11.472,-0.137,-0.227,-0.000,2.814,0,
22.012,1.691,-0.214,1.327,0.227,2.548,11.472,-0.137,-0.227,-0.000,2.817,0,
22.029,1.689,-0.218,1.327,0.234,2.691,11.473,-0.137,-0.227,-0.000,2.819,0,
22.045,1.687,-0.221,1.327,0.241,2.834,11.474,-0.137,-0.227,-0.000,2.822,0,
22.062,1.684,-0.225,1.327,0.249,2.977,11.475,-0.137,-0.227,-0.000,2.825,0,
22.079,1.682,-0.229,1.327,0.256,3.120,11.476,-0.137,-0.227,-0.000,2.827,0,
22.095,1.680,-0.233,1.327,0.262,3.211,11.476,-0.137,-0.227,-0.000,2.829,0,
22.112,1.679,-0.237,1.327,0.267,3.241,11.475,-0.118,-0.240,-0.004,2.831,0,
22.129,1.677,-0.241,1.327,0.271,3.271,11.474,-0.104,-0.223,0.003,2.833,0,
22.145,1.675,-0.245,1.327,0.275,3.300,11.474,-0.099,-0.233,-0.001,2.835,0,
22.162,1.674,-0.248,1.327,0.280,3.330,11.473,-0.099,-0.233,-0.001,2.837,0,
22.179,1.672,-0.252,1.327,0.284,3.360,11.472,-0.099,-0.233,-0.001,2.839,0,
22.195,1.670,-0.256,1.327,0.289,3.389,11.471,-0.099,-0.233,-0.001,2.841,0,
22.212,1.669,-0.260,1.327,0.293,3.419,11.470,-0.099,-0.233,-0.001,2.843,0,
22.229,1.667,-0.264,1.327,0.297,3.449,11.470,-0.099,-0.233,-0.001,2.845,0,
22.245,1.665,-0.268,1.327,0.302,3.478,11.469,-0.099,-0.233,-0.001,2.847,0,
22.262,1.664,-0.272,1.327,0.306,3.508,11.468,-0.099,-0.233,-0.001,2.849,0,
22.279,1.662,-0.276,1.327,0.311,3.537,11.467,-0.099,-0.233,-0.001,2.851,0,
22.295,1.660,-0.280,1.327,0.315,3.567,11.467,-0.099,-0.233,-0.001,2.853,0,
22.312,1.659,-0.283,1.327,0.319,3.597,11.466,-0.099,-0.233,-0.001,2.855,0,
22.329,1.657,-0.287,1.327,0.324,3.626,11.465,-0.099,-0.233,-0.001,2.857,0,
22.345,1.656,-0.291,1.327,0.332,3.643,11.493,-0.099,-0.233,-0.001,2.859,0,
22.362,1.654,-0.295,1.327,0.344,3.641,11.564,-0.088,-0.239,-0.004,2.861,0,
22.379,1.653,-0.299,1.327,0.357,3.639,11.635,-0.091,-0.220,0.005,2.863,0,
22.395,1.651,-0.303,1.327,0.370,3.636,11.706,-0.085,-0.228,0.001,2.865,0,
22.412,1.650,-0.306,1.327,0.383,3.634,11.777,-0.085,-0.228,0.001,2.867,0,
22.429,1.648,-0.310,1.327,0.395,3.631,11.847,-0.085,-0.228,0.001,2.868,0,
22.445,1.647,-0.314,1.327,0.408,3.628,11.918,-0.085,-0.228,0.001,2.870,0,
22.462,1.646,-0.318,1.327,0.421,3.626,11.989,-0.085,-0.228,0.001,2.872,0,
22.479,1.644,-0.322,1.327,0.434,3.623,12.060,-0.085,-0.228,0.001,2.874,0,
22.495,1.643,-0.325,1.327,0.446,3.621,12.131,-0.085,-0.228,0.001,2.876,0,
22.512,1.641,-0.329,1.327,0.459,3.618,12.202,-0.085,-0.228,0.001,2.878,0,
22.529,1.640,-0.333,1.327,0.472,3.615,12.273,-0.085,-0.228,0.001,2.879,0,
22.545,1.639,-0.337,1.327,0.485,3.613,12.344,-0.085,-0.228,0.001,2.881,0,
22.562,1.637,-0.341,1.327,0.497,3.610,12.415,-0.085,-0.228,0.001,2.883,0,
22.579,1.636,-0.344,1.327,0.510,3.607,12.486,-0.085,-0.228,0.001,2.885,0,
22.595,1.634,-0.348,1.327,0.529,3.605,12.676,-0.085,-0.228,0.001,2.887,0,
22.612,1.633,-0.352,1.327,0.555,3.604,13.014,-0.076,-0.234,-0.003,2.888,0,
22.629,1.632,-0.355,1.327,0.581,3.602,13.351,-0.079,-0.212,0.005,2.890,0,
22.645,1.631,-0.359,1.327,0.608,3.600,13.689,-0.074,-0.220,0.001,2.892,0,
22.662,1.629,-0.363,1.327,0.634,3.598,14.026,-0.074,-0.220,0.001,2.893,0,
22.679,1.628,-0.367,1.327,0.660,3.596,14.364,-0.074,-0.220,0.001,2.895,0,
22.695,1.627,-0.370,1.327,0.687,3.593,14.701,-0.074,-0.220,0.001,2.897,0,
22.712,1.626,-0.374,1.327,0.713,3.591,15.038,-0.074,-0.220,0.001,2.898,0,
22.729,1.625,-0.378,1.327,0.739,3.588,15.376,-0.074,-0.220,0.001,2.900,0,
22.745,1.623,-0.381,1.327,0.765,3.585,15.713,-0.074,-0.220,0.001,2.902,0,
22.762,1.622,-0.385,1.327,0.791,3.582,16.051,-0.074,-0.220,0.001,2.904,0,
22.778,1.621,-0.389,1.327,0.818,3.579,16.388,-0.074,-0.220,0.001,2.905,0,
22.795,1.620,-0.392,1.327,0.844,3.576,16.726,-0.074,-0.220,0.001,2.907,0,
22.812,1.618,-0.396,1.327,0.870,3.573,17.063,-0.074,-0.220,0.001,2.909,0,
22.828,1.617,-0.400,1.327,0.896,3.569,17.400,-0.074,-0.220,0.001,2.910,0,
22.845,1.616,-0.403,1.327,0.959,3.528,17.857,-0.074,-0.220,0.001,2.912,0,
22.862,1.615,-0.406,1.327,1.048,3.458,18.401,-0.065,-0.225,-0.005,2.913,0,
22.878,1.614,-0.410,1.327,1.137,3.388,18.945,-0.062,-0.182,0.005,2.915,0,
22.895,1.613,-0.413,1.327,1.224,3.317,19.488,-0.060,-0.197,0.000,2.916,0,
22.912,1.612,-0.416,1.327,1.311,3.245,20.032,-0.060,-0.197,0.000,2.918,0,
22.928,1.611,-0.420,1.327,1.398,3.172,20.575,-0.060,-0.197,0.000,2.919,0,
22.945,1.610,-0.423,1.327,1.484,3.099,21.118,-0.060,-0.197,0.000,2.921,0,
22.962,1.609,-0.426,1.327,1.569,3.024,21.661,-0.060,-0.197,0.000,2.922,0,
22.978,1.608,-0.429,1.327,1.653,2.949,22.204,-0.060,-0.197,0.000,2.924,0,
22.995,1.607,-0.433,1.327,1.736,2.873,22.746,-0.060,-0.197,0.000,2.925,0,
23.012,1.606,-0.436,1.327,1.819,2.797,23.289,-0.060,-0.197,0.000,2.927,0,
23.028,1.605,-0.439,1.327,1.901,2.719,23.831,-0.060,-0.197,0.000,2.928,0,
23.045,1.604,-0.443,1.327,1.983,2.641,24.373,-0.060,-0.197,0.000,2.930,0,
23.062,1.603,-0.446,1.327,2.063,2.562,24.916,-0.060,-0.197,0.000,2.931,0,
23.078,1.602,-0.449,1.327,2.143,2.482,25.457,-0.060,-0.197,0.000,2.933,0,
23.095,1.601,-0.452,1.327,2.206,2.426,26.466,-0.060,-0.197,0.000,2.934,0,
23.112,1.601,-0.454,1.327,2.255,2.388,27.831,-0.051,-0.193,-0.004,2.935,0,
23.128,1.600,-0.457,1.327,2.304,2.348,29.195,-0.036,-0.129,0.006,2.936,0,
23.145,1.599,-0.459,1.327,2.352,2.308,30.560,-0.038,-0.147,0.001,2.937,0,
23.162,1.599,-0.462,1.327,2.398,2.266,31.924,-0.038,-0.147,0.001,2.938,0,
23.178,1.598,-0.464,1.328,2.444,2.223,33.288,-0.038,-0.147,0.001,2.939,0,
23.195,1.597,-0.467,1.328,2.489,2.179,34.653,-0.038,-0.147,0.001,2.940,0,
23.212,1.597,-0.469,1.328,2.532,2.134,36.017,-0.038,-0.147,0.001,2.941,0,
23.228,1.596,-0.472,1.328,2.575,2.088,37.381,-0.038,-0.147,0.001,2.942,0,
23.245,1.596,-0.474,1.328,2.616,2.041,38.744,-0.038,-0.147,0.001,2.943,0,
23.262,1.595,-0.477,1.328,2.657,1.993,40.108,-0.038,-0.147,0.001,2.944,0,
23.278,1.594,-0.479,1.328,2.696,1.944,41.472,-0.038,-0.147,0.001,2.945,0,
23.295,1.594,-0.481,1.328,2.734,1.894,42.836,-0.038,-0.147,0.001,2.946,0,
23.312,1.593,-0.484,1.328,2.770,1.844,44.199,-0.038,-0.147,0.001,2.947,0,
23.328,1.592,-0.486,1.328,2.806,1.792,45.563,-0.038,-0.147,0.001,2.948,0,
23.345,1.592,-0.489,1.328,2.867,1.699,47.636,-0.038,-0.147,0.001,2.949,0,
23.362,1.591,-0.491,1.328,2.945,1.572,50.268,-0.031,-0.143,-0.003,2.950,0,
23.378,1.591,-0.492,1.328,3.016,1.441,52.901,-0.025,-0.106,0.006,2.950,0,
23.395,1.591,-0.494,1.328,3.082,1.307,55.533,-0.025,-0.116,0.002,2.951,0,
23.412,1.590,-0.496,1.328,3.141,1.170,58.165,-0.025,-0.116,0.002,2.952,0,
23.428,1.590,-0.498,1.328,3.194,1.031,60.796,-0.025,-0.116,0.002,2.953,0,
23.445,1.589,-0.500,1.328,3.241,0.889,63.427,-0.025,-0.116,0.002,2.953,0,
23.462,1.589,-0.502,1.328,3.281,0.745,66.058,-0.025,-0.116,0.002,2.954,0,
23.478,1.589,-0.504,1.328,3.314,0.600,68.689,-0.025,-0.116,0.002,2.955,0,
23.495,1.588,-0.506,1.328,3.341,0.453,71.320,-0.025,-0.116,0.002,2.955,0,
23.512,1.588,-0.508,1.328,3.361,0.305,73.951,-0.025,-0.116,0.002,2.956,0,
23.528,1.587,-0.510,1.328,3.374,0.157,76.581,-0.025,-0.116,0.002,2.957,0,
23.545,1.587,-0.512,1.328,3.380,0.008,79.212,-0.025,-0.116,0.002,2.958,0,
23.562,1.587,-0.514,1.328,3.380,-0.141,81.842,-0.025,-0.116,0.002,2.958,0,
23.578,1.586,-0.516,1.328,3.372,-0.290,84.473,-0.025,-0.116,0.002,2.959,0,
23.595,1.586,-0.518,1.328,3.360,-0.474,87.705,-0.025,-0.116,0.002,2.960,0,
23.612,1.586,-0.519,1.328,3.337,-0.684,91.423,-0.019,-0.113,-0.003,2.960,0,
23.628,1.585,-0.520,1.328,3.300,-0.893,95.142,-0.011,-0.075,0.005,2.961,0,
23.645,1.585,-0.522,1.328,3.250,-1.098,98.861,-0.011,-0.085,0.001,2.961,0,
23.662,1.585,-0.523,1.328,3.186,-1.300,102.581,-0.011,-0.085,0.001,2.962,0,
23.678,1.585,-0.524,1.328,3.110,-1.498,106.301,-0.011,-0.085,0.001,2.962,0,
23.695,1.585,-0.526,1.328,3.021,-1.690,110.022,-0.011,-0.085,0.001,2.962,0,
23.712,1.584,-0.527,1.328,2.919,-1.876,113.743,-0.011,-0.085,0.001,2.963,0,
23.728,1.584,-0.529,1.328,2.806,-2.055,117.466,-0.011,-0.085,0.001,2.963,0,
23.745,1.584,-0.530,1.328,2.681,-2.226,121.189,-0.011,-0.085,0.001,2.964,0,
23.762,1.584,-0.532,1.328,2.546,-2.389,124.912,-0.011,-0.085,0.001,2.964,0,
23.778,1.584,-0.533,1.328,2.400,-2.542,128.637,-0.011,-0.085,0.001,2.965,0,
23.795,1.584,-0.534,1.328,2.244,-2.686,132.362,-0.011,-0.085,0.001,2.965,0,
23.812,1.583,-0.536,1.328,2.080,-2.819,136.089,-0.011,-0.085,0.001,2.965,0,
23.828,1.583,-0.537,1.328,1.907,-2.942,139.816,-0.011,-0.085,0.001,2.966,0,
23.845,1.583,-0.539,1.328,1.706,-3.063,143.804,-0.011,-0.085,0.001,2.966,0,
23.862,1.583,-0.540,1.328,1.481,-3.178,148.008,-0.008,-0.083,-0.004,2.967,0,
23.878,1.583,-0.541,1.328,1.247,-3.277,152.212,-0.010,-0.054,0.004,2.967,0,
23.895,1.583,-0.542,1.328,1.007,-3.357,156.418,-0.008,-0.062,-0.000,2.967,0,
23.912,1.582,-0.543,1.328,0.762,-3.421,160.623,-0.008,-0.062,-0.000,2.968,0,
23.928,1.582,-0.544,1.328,0.513,-3.465,164.830,-0.008,-0.062,-0.000,2.968,0,
23.945,1.582,-0.545,1.328,0.261,-3.492,169.036,-0.008,-0.062,-0.000,2.968,0,
23.962,1.582,-0.546,1.328,0.008,-3.500,173.243,-0.008,-0.062,-0.000,2.969,0,
23.978,1.582,-0.547,1.328,-0.246,-3.490,177.450,-0.008,-0.062,-0.000,2.969,0,
23.995,1.582,-0.548,1.328,-0.497,-3.461,-178.344,-0.008,-0.062,-0.000,2.969,0,
24.012,1.582,-0.549,1.328,-0.746,-3.413,-174.137,-0.008,-0.062,-0.000,2.970,0,
24.028,1.581,-0.550,1.328,-0.991,-3.348,-169.932,-0.008,-0.062,-0.000,2.970,0,
24.045,1.581,-0.551,1.328,-1.230,-3.265,-165.726,-0.008,-0.062,-0.000,2.970,0,
24.062,1.581,-0.552,1.328,-1.462,-3.164,-161.522,-0.008,-0.062,-0.000,2.971,0,
24.078,1.581,-0.553,1.328,-1.687,-3.047,-157.319,-0.008,-0.062,-0.000,2.971,0,
24.095,1.581,-0.554,1.328,-1.900,-2.921,-153.140,-0.008,-0.062,-0.000,2.971,0,
24.111,1.581,-0.555,1.328,-2.102,-2.785,-148.983,-0.005,-0.062,-0.005,2.971,0,
24.128,1.581,-0.555,1.328,-2.294,-2.635,-144.827,-0.007,-0.031,0.004,2.972,0,
24.145,1.581,-0.556,1.328,-2.474,-2.472,-140.671,-0.005,-0.041,-0.000,2.972,0,
24.161,1.581,-0.557,1.328,-2.642,-2.296,-136.517,-0.005,-0.041,-0.000,2.972,0,
24.178,1.581,-0.557,1.328,-2.797,-2.108,-132.364,-0.005,-0.041,-0.000,2.972,0,
24.195,1.580,-0.558,1.328,-2.938,-1.910,-128.211,-0.005,-0.041,-0.000,2.972,0,
24.211,1.580,-0.559,1.328,-3.064,-1.702,-124.060,-0.005,-0.041,-0.000,2.973,0,
24.228,1.580,-0.559,1.328,-3.174,-1.485,-119.910,-0.005,-0.041,-0.000,2.973,0,
24.245,1.580,-0.560,1.328,-3.269,-1.261,-115.760,-0.005,-0.041,-0.000,2.973,0,
24.261,1.580,-0.561,1.328,-3.347,-1.030,-111.611,-0.005,-0.041,-0.000,2.973,0,
24.278,1.580,-0.561,1.328,-3.408,-0.795,-107.463,-0.005,-0.041,-0.000,2.973,0,
24.295,1.580,-0.562,1.328,-3.452,-0.556,-103.315,-0.005,-0.041,-0.000,2.974,0,
24.311,1.580,-0.563,1.328,-3.479,-0.314,-99.167,-0.005,-0.041,-0.000,2.974,0,
24.328,1.580,-0.563,1.328,-3.488,-0.071,-95.020,-0.005,-0.041,-0.000,2.974,0,
24.345,1.580,-0.564,1.328,-3.487,0.143,-91.374,-0.005,-0.041,-0.000,2.974,0,
24.361,1.579,-0.564,1.328,-3.482,0.322,-88.338,-0.003,-0.043,-0.004,2.975,0,
24.378,1.579,-0.565,1.328,-3.469,0.501,-85.303,-0.012,-0.018,0.005,2.975,0,
24.395,1.579,-0.565,1.328,-3.445,0.679,-82.267,-0.009,-0.025,0.001,2.975,0,
24.411,1.579,-0.566,1.328,-3.412,0.855,-79.231,-0.009,-0.025,0.001,2.975,0,
24.428,1.579,-0.566,1.328,-3.370,1.029,-76.195,-0.009,-0.025,0.001,2.975,0,
24.445,1.579,-0.567,1.328,-3.319,1.200,-73.158,-0.009,-0.025,0.001,2.976,0,
24.461,1.579,-0.567,1.328,-3.259,1.369,-70.121,-0.009,-0.025,0.001,2.976,0,
24.478,1.578,-0.567,1.328,-3.190,1.534,-67.084,-0.009,-0.025,0.001,2.976,0,
24.495,1.578,-0.568,1.328,-3.112,1.696,-64.047,-0.009,-0.025,0.001,2.976,0,
24.511,1.578,-0.568,1.328,-3.026,1.853,-61.008,-0.009,-0.025,0.001,2.977,0,
24.528,1.578,-0.569,1.328,-2.932,2.005,-57.970,-0.009,-0.025,0.001,2.977,0,
24.545,1.578,-0.569,1.328,-2.829,2.152,-54.930,-0.009,-0.025,0.001,2.977,0,
24.561,1.578,-0.569,1.328,-2.719,2.293,-51.891,-0.009,-0.025,0.001,2.977,0,
24.578,1.578,-0.570,1.328,-2.602,2.429,-48.850,-0.009,-0.025,0.001,2.977,0,
24.595,1.578,-0.570,1.328,-2.492,2.540,-46.240,-0.009,-0.025,0.001,2.978,0,
24.611,1.577,-0.571,1.328,-2.418,2.602,-44.714,-0.006,-0.026,-0.001,2.978,0,
24.628,1.577,-0.571,1.329,-2.341,2.662,-43.188,-0.015,-0.014,0.005,2.978,0,
24.645,1.577,-0.571,1.329,-2.263,2.721,-41.662,-0.011,-0.017,0.002,2.978,0,
24.661,1.577,-0.571,1.329,-2.183,2.777,-40.135,-0.011,-0.017,0.002,2.979,0,
24.678,1.577,-0.572,1.329,-2.102,2.831,-38.609,-0.011,-0.017,0.002,2.979,0,
24.695,1.576,-0.572,1.329,-2.020,2.882,-37.082,-0.011,-0.017,0.002,2.979,0,
24.711,1.576,-0.572,1.329,-1.936,2.932,-35.555,-0.011,-0.017,0.002,2.979,0,
24.728,1.576,-0.573,1.329,-1.851,2.979,-34.029,-0.011,-0.017,0.002,2.980,0,
24.745,1.576,-0.573,1.329,-1.764,3.024,-32.502,-0.011,-0.017,0.002,2.980,0,
24.761,1.576,-0.573,1.329,-1.677,3.067,-30.974,-0.011,-0.017,0.002,2.980,0,
24.778,1.575,-0.573,1.329,-1.588,3.107,-29.447,-0.011,-0.017,0.002,2.980,0,
24.795,1.575,-0.574,1.329,-1.498,3.145,-27.920,-0.011,-0.017,0.002,2.981,0,
24.811,1.575,-0.574,1.329,-1.408,3.181,-26.392,-0.011,-0.017,0.002,2.981,0,
24.828,1.575,-0.574,1.329,-1.316,3.214,-24.864,-0.011,-0.017,0.002,2.981,0,
24.845,1.575,-0.575,1.329,-1.256,3.235,-23.870,-0.011,-0.017,0.002,2.981,0,
24.861,1.575,-0.575,1.329,-1.251,3.240,-23.757,-0.007,-0.021,-0.002,2.981,0,
24.878,1.574,-0.575,1.329,-1.245,3.244,-23.644,-0.010,-0.009,0.004,2.982,0,
